Name,Kategorie,Breitengrad,Laengengrad
Buhnstrasse,Oeffentlicher Verkehr,47.4221961,8.5394714
Hönggerberg,Oeffentlicher Verkehr,47.4049401,8.5045078
Lägernstrasse,Oeffentlicher Verkehr,47.3958465,8.5321556
Lettenstrasse,Oeffentlicher Verkehr,47.3911083,8.5328573
Okenstrasse,Oeffentlicher Verkehr,47.3881889,8.5341309
Lettenstrasse,Oeffentlicher Verkehr,47.3901082,8.5325551
Hubertus,Oeffentlicher Verkehr,47.3774055,8.4992251
Kempfhofsteig,Oeffentlicher Verkehr,47.3974284,8.5100965
Kappenbühlweg,Oeffentlicher Verkehr,47.4028205,8.4983654
Kappenbühlweg,Oeffentlicher Verkehr,47.403092,8.498248
Giblenstrasse,Oeffentlicher Verkehr,47.4103695,8.4862037
Giblenstrasse,Oeffentlicher Verkehr,47.410734,8.4860235
Kempfhofsteig,Oeffentlicher Verkehr,47.3975059,8.5095935
Schwandenholz,Oeffentlicher Verkehr,47.4238341,8.5196386
Schwandenholz,Oeffentlicher Verkehr,47.4238277,8.5191901
Wieslergasse,Oeffentlicher Verkehr,47.4042572,8.4959603
Michelstrasse,Oeffentlicher Verkehr,47.4065145,8.4954791
Michelstrasse,Oeffentlicher Verkehr,47.4064437,8.4954335
Friedhof Hönggerberg,Oeffentlicher Verkehr,47.408394,8.4943686
Friedhof Hönggerberg,Oeffentlicher Verkehr,47.4087359,8.4942875
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4116802,8.545658
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4118726,8.5455822
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4121215,8.5460504
Felsenrainstrasse,Oeffentlicher Verkehr,47.4165632,8.5453019
Felsenrainstrasse,Oeffentlicher Verkehr,47.4164637,8.5451375
Hegibachplatz,Oeffentlicher Verkehr,47.3622406,8.5610096
Neubühl,Oeffentlicher Verkehr,47.3330004,8.5347665
Tobelhof,Oeffentlicher Verkehr,47.3828466,8.585448
Bahnhof Wollishofen,Oeffentlicher Verkehr,47.3479517,8.5332563
Bahnhof Wollishofen,Oeffentlicher Verkehr,47.348317,8.5331922
Bahnhof Wollishofen/Staubstrasse,Oeffentlicher Verkehr,47.3470444,8.5329028
Renggerstrasse,Oeffentlicher Verkehr,47.3447253,8.5331916
Butzenstrasse,Oeffentlicher Verkehr,47.3409415,8.5302999
Wollishoferplatz,Oeffentlicher Verkehr,47.3381751,8.5301067
Wollishoferplatz,Oeffentlicher Verkehr,47.337911,8.5300756
Farbhof,Oeffentlicher Verkehr,47.3902113,8.478927
Hermetschloo,Oeffentlicher Verkehr,47.3938873,8.4736216
Micafil,Oeffentlicher Verkehr,47.3929397,8.474772
Micafil,Oeffentlicher Verkehr,47.3931046,8.4743006
Bahnhof Oerlikon Ost,Oeffentlicher Verkehr,47.4135236,8.5463287
Morgental,Oeffentlicher Verkehr,47.343938,8.530028
Dangelstrasse,Oeffentlicher Verkehr,47.3352346,8.5299952
Geeringstrasse,Oeffentlicher Verkehr,47.4141141,8.4808175
Wartau,Oeffentlicher Verkehr,47.4028294,8.4914165
Herbstweg,Oeffentlicher Verkehr,47.4088824,8.5647719
Im Ebnet,Oeffentlicher Verkehr,47.4316917,8.5437271
Im Ebnet,Oeffentlicher Verkehr,47.4315343,8.5436061
Im Wingert,Oeffentlicher Verkehr,47.4015529,8.5087372
Pflegezentrum Käferberg,Oeffentlicher Verkehr,47.3997294,8.5173752
Pflegezentrum Käferberg,Oeffentlicher Verkehr,47.3997103,8.5183354
Weihersteig,Oeffentlicher Verkehr,47.3981216,8.5277638
Am Börtli,Oeffentlicher Verkehr,47.3995428,8.5072038
Am Börtli,Oeffentlicher Verkehr,47.3997714,8.5071014
Rebbergsteig,Oeffentlicher Verkehr,47.3969576,8.5142786
Rebbergsteig,Oeffentlicher Verkehr,47.3970574,8.5151153
Solidapark,Oeffentlicher Verkehr,47.3876468,8.4884978
Trichtisal,Oeffentlicher Verkehr,47.3539915,8.600819
Trichtisal,Oeffentlicher Verkehr,47.3539135,8.6008092
Flobotstrasse,Oeffentlicher Verkehr,47.3806563,8.5669912
Flobotstrasse,Oeffentlicher Verkehr,47.3807458,8.5669811
Stodolastrasse,Oeffentlicher Verkehr,47.3568561,8.5904583
Stodolastrasse,Oeffentlicher Verkehr,47.3567949,8.5909721
Segeten,Oeffentlicher Verkehr,47.3558038,8.5943088
Segeten,Oeffentlicher Verkehr,47.3557743,8.5944916
Wiesliacher,Oeffentlicher Verkehr,47.3551763,8.5969306
Wiesliacher,Oeffentlicher Verkehr,47.3549118,8.5970602
Trichtenhausenfussweg,Oeffentlicher Verkehr,47.3542157,8.5986322
Trichtenhausenfussweg,Oeffentlicher Verkehr,47.3541316,8.5986795
Bürkliplatz,Oeffentlicher Verkehr,47.3671879,8.5402348
Hertersteg,Oeffentlicher Verkehr,47.3675954,8.5230821
Hertersteg,Oeffentlicher Verkehr,47.3678308,8.5228128
Lewa Savanne,Oeffentlicher Verkehr,47.3869216,8.5794391
Werdhölzli,Oeffentlicher Verkehr,47.3980113,8.4820439
Universität Irchel,Oeffentlicher Verkehr,47.3956989,8.5460395
Klusplatz,Oeffentlicher Verkehr,47.3641469,8.5666899
Seidelhof,Oeffentlicher Verkehr,47.3919323,8.4837061
Seidelhof,Oeffentlicher Verkehr,47.3918609,8.4842262
Bahnhof Altstetten,Oeffentlicher Verkehr,47.3906695,8.489299
Werdhölzli,Oeffentlicher Verkehr,47.3975454,8.4820092
Leutschenpark,Oeffentlicher Verkehr,47.4168214,8.5557412
Fernsehstudio,Oeffentlicher Verkehr,47.4180102,8.5605571
Solidapark,Oeffentlicher Verkehr,47.3877041,8.4884049
Bleulerstrasse,Oeffentlicher Verkehr,47.3472559,8.5715505
Im Walder,Oeffentlicher Verkehr,47.3482776,8.5742038
Klinik Hirslanden,Oeffentlicher Verkehr,47.3510846,8.5768502
Klinik Hirslanden,Oeffentlicher Verkehr,47.3517748,8.5766863
Balgrist,Oeffentlicher Verkehr,47.3536874,8.5757472
Balgrist Ost,Oeffentlicher Verkehr,47.3547172,8.5750731
Balgrist,Oeffentlicher Verkehr,47.3547254,8.5742794
Bahnhofplatz/HB,Oeffentlicher Verkehr,47.3776871,8.5382056
Kinderspital,Oeffentlicher Verkehr,47.35249,8.5720799
Kinderspital,Oeffentlicher Verkehr,47.3525149,8.5723323
Hadlaubstrasse,Oeffentlicher Verkehr,47.3868684,8.5514173
Goldauerstrasse,Oeffentlicher Verkehr,47.3860493,8.5501368
Neubühl,Oeffentlicher Verkehr,47.333211,8.5346507
Arnikahof,Oeffentlicher Verkehr,47.4156694,8.5310398
Wetlistrasse,Oeffentlicher Verkehr,47.360321,8.5681465
Friedhof Enzenbühl,Oeffentlicher Verkehr,47.3511169,8.5793503
Obere Hornhalde,Oeffentlicher Verkehr,47.3308389,8.5364081
Helvetiaplatz,Oeffentlicher Verkehr,47.376091,8.5254753
Frankental,Oeffentlicher Verkehr,47.4056479,8.4815542
Schlyfi,Oeffentlicher Verkehr,47.362364,8.5741436
Schlyfi,Oeffentlicher Verkehr,47.3628518,8.5744051
Unteraffoltern,Oeffentlicher Verkehr,47.4240649,8.5112949
Reckenholz,Oeffentlicher Verkehr,47.4283466,8.5151549
Widmerstrasse,Oeffentlicher Verkehr,47.3368926,8.5328804
Bellevue,Oeffentlicher Verkehr,47.367271,8.5450237
Wipkingerplatz,Oeffentlicher Verkehr,47.3926467,8.5233842
Förrlibuckstrasse,Oeffentlicher Verkehr,47.3923518,8.5170726
Fischerweg,Oeffentlicher Verkehr,47.3936998,8.5121347
Bernoulli-Häuser,Oeffentlicher Verkehr,47.3938666,8.5084469
Hardhof,Oeffentlicher Verkehr,47.3964683,8.497348
Tüffenwies,Oeffentlicher Verkehr,47.3970701,8.4938689
Grünaustrasse,Oeffentlicher Verkehr,47.3952221,8.4895045
Albisrieden,Oeffentlicher Verkehr,47.3742885,8.4850725
Milchbuck,Oeffentlicher Verkehr,47.398139,8.542147
Rennweg,Oeffentlicher Verkehr,47.3729556,8.5382656
Messe/Hallenstadion,Oeffentlicher Verkehr,47.410926,8.5510379
Central,Oeffentlicher Verkehr,47.3767194,8.5435274
Hirzenbach,Oeffentlicher Verkehr,47.40316,8.5910052
Altried,Oeffentlicher Verkehr,47.4054209,8.5916763
Kirche Fluntern,Oeffentlicher Verkehr,47.3765722,8.559785
Haldenegg,Oeffentlicher Verkehr,47.3791528,8.5449835
Guggachstrasse,Oeffentlicher Verkehr,47.3959225,8.5403337
Bahnhofstrasse/HB,Oeffentlicher Verkehr,47.3759151,8.5393345
Central,Oeffentlicher Verkehr,47.3768539,8.5435216
Waldgarten,Oeffentlicher Verkehr,47.4037923,8.5575282
Tierspital,Oeffentlicher Verkehr,47.4018505,8.5522124
Ueberlandpark,Oeffentlicher Verkehr,47.406113,8.564176
Universität Irchel,Oeffentlicher Verkehr,47.396269,8.5445081
Kinkelstrasse,Oeffentlicher Verkehr,47.389065,8.546298
Letzistrasse,Oeffentlicher Verkehr,47.3908767,8.545433
ETH/Universitätsspital,Oeffentlicher Verkehr,47.377863,8.5481709
Bellevue,Oeffentlicher Verkehr,47.366867,8.5452923
Bellevue,Oeffentlicher Verkehr,47.3665951,8.545379
Paradeplatz,Oeffentlicher Verkehr,47.3695673,8.5387582
Paradeplatz,Oeffentlicher Verkehr,47.3700569,8.5392848
Sihlquai/HB,Oeffentlicher Verkehr,47.3797805,8.537427
Zoo,Oeffentlicher Verkehr,47.3816689,8.571624
Heerenwiesen,Oeffentlicher Verkehr,47.4048997,8.576532
Luegisland,Oeffentlicher Verkehr,47.4060555,8.581484
Luchswiesen,Oeffentlicher Verkehr,47.4067483,8.5857019
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4112067,8.5503061
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4109018,8.5509431
Klusplatz,Oeffentlicher Verkehr,47.3640195,8.566214
Auzelg,Oeffentlicher Verkehr,47.4170733,8.5690626
Bürkliplatz,Oeffentlicher Verkehr,47.3665839,8.5417236
Werdhölzli,Oeffentlicher Verkehr,47.3977264,8.482058
Hardturm,Oeffentlicher Verkehr,47.3947138,8.5042811
Hardplatz,Oeffentlicher Verkehr,47.3822219,8.5154754
Seebach,Oeffentlicher Verkehr,47.4217272,8.5500203
Paradeplatz,Oeffentlicher Verkehr,47.3696856,8.5386193
Technopark,Oeffentlicher Verkehr,47.389159,8.5150562
Bahnhof Stadelhofen,Oeffentlicher Verkehr,47.3661068,8.5480888
Sportweg,Oeffentlicher Verkehr,47.3916922,8.5056227
Bucheggplatz,Oeffentlicher Verkehr,47.3985235,8.5327079
Aargauerstrasse,Oeffentlicher Verkehr,47.3921122,8.5021905
Würzgraben,Oeffentlicher Verkehr,47.3921025,8.4945435
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3976368,8.5959421
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3969311,8.595676
Central,Oeffentlicher Verkehr,47.376393,8.5436958
Hirschwiesenstrasse,Oeffentlicher Verkehr,47.4003795,8.5437037
Bahnhof Tiefenbrunnen,Oeffentlicher Verkehr,47.3505894,8.5609542
Klusplatz,Oeffentlicher Verkehr,47.364136,8.5663879
Glattwiesen,Oeffentlicher Verkehr,47.4017146,8.5815058
Mattenhof,Oeffentlicher Verkehr,47.3987977,8.5907499
Schwamendingerplatz,Oeffentlicher Verkehr,47.4046103,8.5718672
Schiffbau,Oeffentlicher Verkehr,47.3876263,8.5194555
Toni-Areal,Oeffentlicher Verkehr,47.3902736,8.5104592
Bahnhof Altstetten Nord,Oeffentlicher Verkehr,47.3920981,8.4904739
Bahnhof Altstetten Nord,Oeffentlicher Verkehr,47.3920444,8.4904414
Auzelg,Oeffentlicher Verkehr,47.4165855,8.5686247
Leutschenbach,Oeffentlicher Verkehr,47.4148699,8.5514577
Seebach,Oeffentlicher Verkehr,47.421679,8.5499778
Sihlpost/HB,Oeffentlicher Verkehr,47.376031,8.5339807
Langmauerstrasse,Oeffentlicher Verkehr,47.3937463,8.5449779
Central,Oeffentlicher Verkehr,47.3769308,8.5441319
Central,Oeffentlicher Verkehr,47.3763891,8.5435935
Central,Oeffentlicher Verkehr,47.3767719,8.5436084
Rennweg,Oeffentlicher Verkehr,47.3733127,8.5382872
Bahnhofstrasse/HB,Oeffentlicher Verkehr,47.3762571,8.5395499
Sihlquai/HB,Oeffentlicher Verkehr,47.3800717,8.5376403
Museum für Gestaltung,Oeffentlicher Verkehr,47.382073,8.535019
Museum für Gestaltung,Oeffentlicher Verkehr,47.3823607,8.53473
Limmatplatz,Oeffentlicher Verkehr,47.3845001,8.5317699
Limmatplatz,Oeffentlicher Verkehr,47.3847562,8.5314729
Löwenplatz,Oeffentlicher Verkehr,47.3761078,8.5374821
Löwenplatz,Oeffentlicher Verkehr,47.3758316,8.5371761
Sihlpost/HB,Oeffentlicher Verkehr,47.376353,8.5345504
Quellenstrasse,Oeffentlicher Verkehr,47.386612,8.5289179
Quellenstrasse,Oeffentlicher Verkehr,47.3868886,8.5285942
Löwenbräu,Oeffentlicher Verkehr,47.3883039,8.5262355
Löwenbräu,Oeffentlicher Verkehr,47.3885394,8.5258738
Escher-Wyss-Platz,Oeffentlicher Verkehr,47.390004,8.5236162
Escher-Wyss-Platz,Oeffentlicher Verkehr,47.3902689,8.5233158
Technopark,Oeffentlicher Verkehr,47.3889904,8.5154807
Toni-Areal,Oeffentlicher Verkehr,47.3900866,8.5108677
Sportweg,Oeffentlicher Verkehr,47.3915323,8.5060732
Würzgraben,Oeffentlicher Verkehr,47.3920744,8.4950568
Aargauerstrasse,Oeffentlicher Verkehr,47.3922125,8.5026595
Förrlibuckstrasse,Oeffentlicher Verkehr,47.3922197,8.5174413
Fischerweg,Oeffentlicher Verkehr,47.3936008,8.5125302
Bernoulli-Häuser,Oeffentlicher Verkehr,47.3938293,8.5088938
Hardturm,Oeffentlicher Verkehr,47.394147,8.5045345
Grünaustrasse,Oeffentlicher Verkehr,47.3950626,8.4899986
Hardhof,Oeffentlicher Verkehr,47.3962124,8.4977227
Tüffenwies,Oeffentlicher Verkehr,47.3973465,8.4942098
Schiffbau,Oeffentlicher Verkehr,47.3878979,8.5197749
Wipkingerplatz,Oeffentlicher Verkehr,47.3925006,8.5237362
Stampfenbachplatz,Oeffentlicher Verkehr,47.3799029,8.5425478
Stampfenbachplatz,Oeffentlicher Verkehr,47.3802963,8.5428337
Haldenegg,Oeffentlicher Verkehr,47.3800173,8.5441084
Haldenegg,Oeffentlicher Verkehr,47.3802193,8.5441104
Haldenegg,Oeffentlicher Verkehr,47.3789139,8.5452423
Rudolf-Brun-Brücke,Oeffentlicher Verkehr,47.374109,8.5429665
Rudolf-Brun-Brücke,Oeffentlicher Verkehr,47.3737702,8.5428308
Paradeplatz,Oeffentlicher Verkehr,47.3696141,8.539199
Paradeplatz,Oeffentlicher Verkehr,47.3696946,8.5393545
Paradeplatz,Oeffentlicher Verkehr,47.3698413,8.5391122
Sihlstrasse,Oeffentlicher Verkehr,47.3724234,8.534589
Sihlstrasse,Oeffentlicher Verkehr,47.3721462,8.534872
Stauffacher,Oeffentlicher Verkehr,47.3735521,8.5297594
Stauffacher,Oeffentlicher Verkehr,47.3734946,8.5292588
Stauffacher,Oeffentlicher Verkehr,47.3735987,8.5304185
Stauffacher,Oeffentlicher Verkehr,47.3736014,8.5298941
Bahnhof Wiedikon,Oeffentlicher Verkehr,47.3711739,8.5236276
Werd,Oeffentlicher Verkehr,47.3727141,8.5270735
Werd,Oeffentlicher Verkehr,47.3724702,8.5267251
Bezirksgebäude,Oeffentlicher Verkehr,47.3739878,8.5258741
Bezirksgebäude,Oeffentlicher Verkehr,47.3741647,8.5254607
Kalkbreite/Bhf. Wiedikon,Oeffentlicher Verkehr,47.3744949,8.5212348
Kalkbreite/Bhf. Wiedikon,Oeffentlicher Verkehr,47.3746499,8.5207869
Lochergut,Oeffentlicher Verkehr,47.3753859,8.5177286
Lochergut,Oeffentlicher Verkehr,47.3755342,8.517227
Zypressenstrasse,Oeffentlicher Verkehr,47.376593,8.5141195
Zypressenstrasse,Oeffentlicher Verkehr,47.3768236,8.5137173
Albisriederplatz,Oeffentlicher Verkehr,47.378122,8.5105138
Albisriederplatz,Oeffentlicher Verkehr,47.378226,8.5100072
Albisriederplatz,Oeffentlicher Verkehr,47.3782026,8.5105138
Albisriederplatz,Oeffentlicher Verkehr,47.3783802,8.5101503
Letzigrund,Oeffentlicher Verkehr,47.3811043,8.5039155
Letzigrund,Oeffentlicher Verkehr,47.381316,8.5035119
Freihofstrasse,Oeffentlicher Verkehr,47.3830175,8.4998794
Freihofstrasse,Oeffentlicher Verkehr,47.3832482,8.4994656
Kappeli,Oeffentlicher Verkehr,47.3850905,8.4950678
Kappeli,Oeffentlicher Verkehr,47.3852832,8.494576
Grimselstrasse,Oeffentlicher Verkehr,47.3869119,8.4902776
Grimselstrasse,Oeffentlicher Verkehr,47.3870621,8.4897756
Lindenplatz,Oeffentlicher Verkehr,47.3877831,8.4863618
Lindenplatz,Oeffentlicher Verkehr,47.3879198,8.4858197
Hubertus,Oeffentlicher Verkehr,47.3773899,8.4992176
Hubertus,Oeffentlicher Verkehr,47.3775169,8.4988404
Altes Krematorium,Oeffentlicher Verkehr,47.3776834,8.5071322
Altes Krematorium,Oeffentlicher Verkehr,47.3777315,8.5075318
ETH/Universitätsspital,Oeffentlicher Verkehr,47.3766545,8.548694
ETH/Universitätsspital,Oeffentlicher Verkehr,47.3771783,8.5475055
Haldenbach,Oeffentlicher Verkehr,47.3803664,8.5481658
Winkelriedstrasse,Oeffentlicher Verkehr,47.3828992,8.5481244
Winkelriedstrasse,Oeffentlicher Verkehr,47.3832504,8.5482003
Seilbahn Rigiblick,Oeffentlicher Verkehr,47.3856617,8.548435
Seilbahn Rigiblick,Oeffentlicher Verkehr,47.3861291,8.54824
Kinkelstrasse,Oeffentlicher Verkehr,47.3887697,8.546421
Letzistrasse,Oeffentlicher Verkehr,47.39053,8.545507
Langmauerstrasse,Oeffentlicher Verkehr,47.3933838,8.544981
Universität Irchel,Oeffentlicher Verkehr,47.3961446,8.5449769
Kantonsschule,Oeffentlicher Verkehr,47.3725054,8.5505276
Kantonsschule,Oeffentlicher Verkehr,47.3727774,8.550366
Platte,Oeffentlicher Verkehr,47.3749165,8.5524717
Platte,Oeffentlicher Verkehr,47.3750948,8.5527764
Kunsthaus,Oeffentlicher Verkehr,47.370202,8.5488938
Kunsthaus,Oeffentlicher Verkehr,47.3704266,8.5491438
Neumarkt,Oeffentlicher Verkehr,47.3726613,8.5474461
Neumarkt,Oeffentlicher Verkehr,47.3729508,8.5473214
Kirche Fluntern,Oeffentlicher Verkehr,47.3762456,8.5592743
Kirche Fluntern,Oeffentlicher Verkehr,47.3764526,8.5595127
Voltastrasse,Oeffentlicher Verkehr,47.3769394,8.5542227
Toblerplatz,Oeffentlicher Verkehr,47.3791721,8.559512
Toblerplatz,Oeffentlicher Verkehr,47.3793104,8.55976
Ottikerstrasse,Oeffentlicher Verkehr,47.385346,8.5424643
Ottikerstrasse,Oeffentlicher Verkehr,47.3856159,8.5422345
Beckenhof,Oeffentlicher Verkehr,47.3842422,8.5401933
Beckenhof,Oeffentlicher Verkehr,47.3839051,8.5404031
Kronenstrasse,Oeffentlicher Verkehr,47.3880878,8.5392553
Kronenstrasse,Oeffentlicher Verkehr,47.3884766,8.5391319
Schaffhauserplatz,Oeffentlicher Verkehr,47.3915543,8.5388373
Schaffhauserplatz,Oeffentlicher Verkehr,47.3923693,8.5383384
Schaffhauserplatz,Oeffentlicher Verkehr,47.3923854,8.5389311
Guggachstrasse,Oeffentlicher Verkehr,47.3956225,8.5401009
Hirschwiesenstrasse,Oeffentlicher Verkehr,47.4001622,8.5433216
Berninaplatz,Oeffentlicher Verkehr,47.4036566,8.5479237
Berninaplatz,Oeffentlicher Verkehr,47.4039498,8.5481733
Salersteig,Oeffentlicher Verkehr,47.4061111,8.548375
Sternen Oerlikon,Oeffentlicher Verkehr,47.4102303,8.5465837
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4108476,8.5501665
Bahnhof Oerlikon Ost,Oeffentlicher Verkehr,47.4132667,8.545976
Bahnhof Oerlikon Ost,Oeffentlicher Verkehr,47.4136133,8.5457224
Felsenrainstrasse,Oeffentlicher Verkehr,47.416652,8.5452795
Seebacherplatz,Oeffentlicher Verkehr,47.4197877,8.5482173
Seebacherplatz,Oeffentlicher Verkehr,47.4200438,8.5485401
Bad Allenmoos,Oeffentlicher Verkehr,47.4059735,8.5376769
Bad Allenmoos,Oeffentlicher Verkehr,47.4063058,8.5378724
Regensbergbrücke,Oeffentlicher Verkehr,47.4085161,8.5390911
Regensbergbrücke,Oeffentlicher Verkehr,47.4087819,8.5394211
Bucheggplatz,Oeffentlicher Verkehr,47.3984397,8.5333005
Laubiweg,Oeffentlicher Verkehr,47.395114,8.5361913
Sternen Oerlikon,Oeffentlicher Verkehr,47.4096451,8.5462606
Sternen Oerlikon,Oeffentlicher Verkehr,47.4099778,8.5462095
Sternen Oerlikon,Oeffentlicher Verkehr,47.4102394,8.5470917
Waidfussweg,Oeffentlicher Verkehr,47.3952219,8.5192756
Waidfussweg,Oeffentlicher Verkehr,47.3954481,8.5188261
Eschergutweg,Oeffentlicher Verkehr,47.3963081,8.5136591
Eschergutweg,Oeffentlicher Verkehr,47.396403,8.5127465
Schwert,Oeffentlicher Verkehr,47.3996308,8.5049885
Schwert,Oeffentlicher Verkehr,47.3998297,8.5046284
Meierhofplatz,Oeffentlicher Verkehr,47.4016811,8.5004425
Meierhofplatz,Oeffentlicher Verkehr,47.401848,8.4999189
Zwielplatz,Oeffentlicher Verkehr,47.402161,8.4967414
Zwielplatz,Oeffentlicher Verkehr,47.4021854,8.4962409
Wartau,Oeffentlicher Verkehr,47.4026689,8.4920976
Wartau,Oeffentlicher Verkehr,47.4028497,8.4914005
Winzerstrasse,Oeffentlicher Verkehr,47.4038044,8.4861593
Frankental,Oeffentlicher Verkehr,47.4056055,8.4814503
Winzerstrasse,Oeffentlicher Verkehr,47.4036673,8.4866313
Auzelg,Oeffentlicher Verkehr,47.4171299,8.5685367
Oerlikerhus,Oeffentlicher Verkehr,47.4175193,8.553765
Oerlikerhus,Oeffentlicher Verkehr,47.4178338,8.5540995
Schwamendingerplatz,Oeffentlicher Verkehr,47.4048444,8.5715268
Waldgarten,Oeffentlicher Verkehr,47.4038818,8.5574991
Tierspital,Oeffentlicher Verkehr,47.4019208,8.5521595
Hirzenbach,Oeffentlicher Verkehr,47.4031881,8.5910891
Heerenwiesen,Oeffentlicher Verkehr,47.4048227,8.5760803
Altried,Oeffentlicher Verkehr,47.405535,8.5913636
Luegisland,Oeffentlicher Verkehr,47.4059656,8.5810256
Luchswiesen,Oeffentlicher Verkehr,47.406714,8.5851909
Mattenhof,Oeffentlicher Verkehr,47.3986115,8.5911603
Roswiesen,Oeffentlicher Verkehr,47.4030508,8.5769141
Helmhaus,Oeffentlicher Verkehr,47.3695531,8.5434848
Helmhaus,Oeffentlicher Verkehr,47.3699472,8.5434231
Rathaus,Oeffentlicher Verkehr,47.3718795,8.5428009
Rathaus,Oeffentlicher Verkehr,47.372232,8.5428183
Bellevue,Oeffentlicher Verkehr,47.3671264,8.5446155
Bellevue,Oeffentlicher Verkehr,47.3669721,8.5448088
Bellevue,Oeffentlicher Verkehr,47.3669371,8.5455149
Bahnhof Stadelhofen,Oeffentlicher Verkehr,47.3661207,8.5472388
Bürkliplatz,Oeffentlicher Verkehr,47.3664592,8.5409774
Kantonalbank,Oeffentlicher Verkehr,47.3680123,8.5398956
Wildbachstrasse,Oeffentlicher Verkehr,47.353044,8.558956
Wildbachstrasse,Oeffentlicher Verkehr,47.353378,8.5586994
Fröhlichstrasse,Oeffentlicher Verkehr,47.3550952,8.5570028
Fröhlichstrasse,Oeffentlicher Verkehr,47.3554164,8.5567593
Höschgasse,Oeffentlicher Verkehr,47.3578785,8.5543468
Höschgasse,Oeffentlicher Verkehr,47.3581717,8.5541216
Kreuzstrasse,Oeffentlicher Verkehr,47.3633416,8.5495694
Opernhaus,Oeffentlicher Verkehr,47.3652918,8.5477614
Feldeggstrasse,Oeffentlicher Verkehr,47.3602646,8.5522997
Feldeggstrasse,Oeffentlicher Verkehr,47.3604688,8.552066
Kreuzstrasse,Oeffentlicher Verkehr,47.3629136,8.5500037
Kreuzplatz,Oeffentlicher Verkehr,47.3650888,8.5535704
Römerhof,Oeffentlicher Verkehr,47.3677195,8.5603056
Römerhof,Oeffentlicher Verkehr,47.3681081,8.5601534
Römerhof,Oeffentlicher Verkehr,47.3682836,8.5596937
Hottingerplatz,Oeffentlicher Verkehr,47.3692817,8.5552474
Hottingerplatz,Oeffentlicher Verkehr,47.3693378,8.554681
Hegibachplatz,Oeffentlicher Verkehr,47.3618445,8.5605582
Signaustrasse,Oeffentlicher Verkehr,47.3630368,8.5578433
Signaustrasse,Oeffentlicher Verkehr,47.3633068,8.5575162
Friedhof Enzenbühl,Oeffentlicher Verkehr,47.3509901,8.5807219
Friedhof Enzenbühl,Oeffentlicher Verkehr,47.3510285,8.5801918
Balgrist,Oeffentlicher Verkehr,47.3544024,8.5751281
Balgrist,Oeffentlicher Verkehr,47.3546652,8.574968
Burgwies,Oeffentlicher Verkehr,47.3579243,8.5719226
Burgwies,Oeffentlicher Verkehr,47.3581742,8.571593
Wetlistrasse,Oeffentlicher Verkehr,47.3600721,8.5685987
Wetlistrasse,Oeffentlicher Verkehr,47.3602402,8.5681523
Hedwigsteig,Oeffentlicher Verkehr,47.3603884,8.5647733
Rentenanstalt,Oeffentlicher Verkehr,47.3634429,8.5345055
Rentenanstalt,Oeffentlicher Verkehr,47.3634854,8.5349156
Stockerstrasse,Oeffentlicher Verkehr,47.3677169,8.5349452
Stockerstrasse,Oeffentlicher Verkehr,47.3680284,8.5361675
Stockerstrasse,Oeffentlicher Verkehr,47.3677638,8.5349093
Bahnhof Enge,Oeffentlicher Verkehr,47.364003,8.5318726
Bahnhof Enge,Oeffentlicher Verkehr,47.3640812,8.5314607
Bahnhof Enge,Oeffentlicher Verkehr,47.3640725,8.5313422
Bahnhof Enge,Oeffentlicher Verkehr,47.3644188,8.5320169
Bahnhof Enge,Oeffentlicher Verkehr,47.3643983,8.5314515
Bahnhof Selnau,Oeffentlicher Verkehr,47.3706721,8.5318751
Bahnhof Selnau,Oeffentlicher Verkehr,47.3709056,8.5315107
Stauffacher,Oeffentlicher Verkehr,47.3728126,8.5291944
Stauffacher,Oeffentlicher Verkehr,47.3731861,8.529122
Helvetiaplatz,Oeffentlicher Verkehr,47.3760226,8.5263061
Helvetiaplatz,Oeffentlicher Verkehr,47.3763175,8.5259286
Güterbahnhof,Oeffentlicher Verkehr,47.3804839,8.5195269
Güterbahnhof,Oeffentlicher Verkehr,47.3804482,8.5196935
Saalsporthalle,Oeffentlicher Verkehr,47.3576761,8.5207615
Laubegg,Oeffentlicher Verkehr,47.3585989,8.5177443
Sihlcity Nord,Oeffentlicher Verkehr,47.3599207,8.5228083
Waffenplatzstrasse,Oeffentlicher Verkehr,47.3609577,8.5249083
Wollishoferplatz,Oeffentlicher Verkehr,47.338327,8.530745
Morgental,Oeffentlicher Verkehr,47.343447,8.5302743
Renggerstrasse,Oeffentlicher Verkehr,47.3448323,8.5333552
Brunaustrasse,Oeffentlicher Verkehr,47.3562485,8.5322369
Kantonalbank,Oeffentlicher Verkehr,47.3683777,8.5398096
Hölderlinstrasse,Oeffentlicher Verkehr,47.366009,8.5625282
Hölderlinstrasse,Oeffentlicher Verkehr,47.3662794,8.562175
Alte Trotte,Oeffentlicher Verkehr,47.3977244,8.5074456
