Strassenname,Strassentyp,Breitengrad,Laengengrad
Bernerstrasse Nord,primary,47.3941413,8.4903328
Bernerstrasse Nord,primary_link,47.3938888,8.5001478
Hönggerrampe,secondary_link,47.3940324,8.4938892
Hönggerrampe,secondary_link,47.3939296,8.494438
Bernerstrasse Süd,primary_link,47.3934342,8.4995634
Duttweilerbrücke,tertiary,47.3855005,8.5086645
Hohlstrasse,tertiary,47.3798428,8.5213036
Seebahnstrasse,primary,47.3789423,8.5197978
Ankerstrasse,residential,47.3759247,8.527407
Wolfbachstrasse,residential,47.3704192,8.5515703
Eschenhaustrasse,residential,47.3651577,8.5909538
Eschenhaustrasse,residential,47.3653329,8.5919198
Seeblickstrasse,residential,47.3359871,8.5363236
Moosstrasse,residential,47.3371519,8.5288769
Moosstrasse,residential,47.3364469,8.5288837
Blumenfeldstrasse,residential,47.4250217,8.505791
Blumenfeldstrasse,residential,47.4261115,8.5056723
Letzigraben,residential,47.377021,8.498076
Baslerstrasse,residential,47.3868457,8.4951882
Baslerstrasse,residential,47.387052,8.4944741
Baslerstrasse,residential,47.3871837,8.4940206
Zurlindenstrasse,tertiary,47.3723161,8.5177637
Zurlindenstrasse,tertiary,47.3707664,8.5192527
Zurlindenstrasse,tertiary,47.3710603,8.5189903
Zurlindenstrasse,tertiary,47.3713614,8.5187227
Kanonengasse,residential,47.3768043,8.5287438
Schlossgasse,secondary,47.3689262,8.5194716
Schulhausstrasse,residential,47.3610061,8.5302961
Regensbergbrücke,tertiary,47.4092184,8.5387917
Regensbergstrasse,tertiary,47.4094453,8.5380913
Regensbergstrasse,tertiary,47.4094068,8.5382181
Regensbergbrücke,tertiary,47.4091213,8.5390848
Binzmühlestrasse,tertiary,47.4144163,8.5190197
In Böden,residential,47.417178,8.5125848
Wehntalerstrasse,primary,47.4203907,8.5031475
Wehntalerstrasse,primary,47.4205831,8.5028172
Kantonsschulstrasse,residential,47.3714504,8.5487974
Zürichbergstrasse,residential,47.3729489,8.5512597
Schönleinstrasse,residential,47.3732294,8.5514926
Badenerstrasse,tertiary,47.3908652,8.4792433
Hohlstrasse,tertiary,47.3908584,8.4790684
Ohne Namen,tertiary_link,47.3905774,8.479373
Zehntenhausstrasse,tertiary,47.422521,8.5079389
Bachmannweg,residential,47.421262,8.5067423
Zehntenhausstrasse,tertiary,47.42322,8.5080852
Zehntenhausstrasse,tertiary,47.4215661,8.5075993
Zehntenhausstrasse,tertiary,47.4205914,8.5070629
Manessestrasse,primary,47.3675588,8.5233854
Gessnerbrücke,tertiary,47.3760309,8.5357802
Kantonsschulstrasse,residential,47.3726458,8.5504387
Manessestrasse,primary,47.3650896,8.5216768
Eisfeldstrasse,residential,47.4151457,8.5490144
Eisfeldstrasse,residential,47.4152629,8.5487269
Bändlistrasse,tertiary,47.3987527,8.4753011
Bändlistrasse,tertiary,47.3985565,8.4750505
Gotthelfstrasse,residential,47.3685243,8.5198519
Letzigraben,residential,47.3749836,8.496175
Nüschelerstrasse,residential,47.3716358,8.5368908
Nüschelerstrasse,residential,47.3716938,8.5368108
Friesenbergstrasse,tertiary,47.3648258,8.5084943
Friesenbergstrasse,tertiary,47.3650298,8.508783
Friesenbergstrasse,tertiary,47.3633806,8.5062001
Selnaustrasse,tertiary,47.3714763,8.5316519
Neue Hard,primary,47.3870924,8.5194511
Geroldstrasse,primary,47.385544,8.520748
Seefeldstrasse,residential,47.3520005,8.5599301
Seefeldstrasse,residential,47.3520575,8.5599132
Zollikerstrasse,tertiary,47.3643737,8.5543956
Schönberggasse,residential,47.3737091,8.5493862
Ohne Namen,primary,47.3513396,8.5253159
Sihlquai,tertiary,47.380506,8.5379734
Sihlquai,tertiary,47.3813906,8.5380905
Sihlquai,tertiary,47.3834162,8.5363292
Sihlquai,tertiary,47.3817158,8.5380043
Sihlquai,tertiary,47.3821945,8.5378039
Neumühlequai,tertiary,47.3827745,8.5401014
Rigistrasse,residential,47.38495,8.5494961
Universitätstrasse,primary,47.383884,8.5482597
Spyristrasse,residential,47.3824261,8.5519363
Gladbachstrasse,tertiary,47.3827057,8.5509791
Glärnischstrasse,residential,47.3677952,8.5376851
Talacker,residential,47.3704963,8.5372021
Ohne Namen,primary_link,47.368231,8.5468298
Allmendstrasse,primary,47.3572358,8.5220176
Allmendstrasse,primary,47.3570532,8.5221239
Allmendstrasse,primary,47.3545861,8.523576
Allmendstrasse,primary,47.3542957,8.5237165
Allmendstrasse,primary,47.3534758,8.5242226
Badenerstrasse,tertiary,47.3875427,8.487232
Baslerstrasse,residential,47.3886009,8.4900912
Giesshübelstrasse,secondary,47.3576229,8.5217167
Allmendstrasse,primary,47.3571149,8.5218556
Allmendstrasse,primary,47.3569591,8.5219505
Nidelbadstrasse,residential,47.3324586,8.5350731
Bahnhofquai,tertiary,47.3778397,8.5416031
Bahnhofquai,tertiary,47.3777412,8.5416178
Im Tiergarten,residential,47.3659492,8.5120148
Im Tiergarten,residential,47.3655665,8.5114121
Gutstrasse,secondary,47.3739302,8.5030544
Winzerstrasse,tertiary,47.4036957,8.48606
Schaffhauserstrasse,primary,47.4121507,8.5465364
Giacomettistrasse,residential,47.4036126,8.5044832
Reinhold-Frei-Strasse,residential,47.4100773,8.4847431
Riedhofstrasse,residential,47.4088402,8.4825476
Flössergasse,residential,47.3693294,8.5323047
Flössergasse,residential,47.3696294,8.5318608
Hermetschloobrücke,secondary,47.3938898,8.4725971
Badenerstrasse,secondary,47.3938141,8.4726063
Jupiterstrasse,secondary,47.3656733,8.5655923
Hegibachstrasse,residential,47.3653343,8.5677399
Hegibachstrasse,tertiary,47.3640166,8.5654441
Hammerstrasse,residential,47.3605093,8.5612315
Hegibachplatz,secondary,47.361575,8.5610761
Hegibachplatz,secondary,47.3616818,8.5612515
Hofackerstrasse,secondary,47.3619432,8.5662017
Siewerdtstrasse,residential,47.4122798,8.5586235
Riedgrabenweg,residential,47.4122239,8.5587009
Witikonerstrasse,secondary,47.3625514,8.5742527
Witikonerstrasse,secondary,47.3631276,8.5744135
Pelikanstrasse,residential,47.3703762,8.5347246
Frankentalerstrasse,secondary,47.4102563,8.4796748
Butzenstrasse,secondary,47.337161,8.5209299
Butzenstrasse,secondary,47.3390464,8.5220611
Morgentalstrasse,residential,47.343587,8.5247826
Fritz-Fleiner-Weg,residential,47.3814513,8.5614489
Hardturmstrasse,residential,47.3919762,8.5179427
Hardturmstrasse,primary,47.3919227,8.5181207
Werdstrasse,tertiary,47.3726608,8.5295809
Aubruggweg,residential,47.4125439,8.570168
Kellerweg,residential,47.3666846,8.492871
Anton-Higi-Strasse,residential,47.4095306,8.5261986
Käferholzstrasse,residential,47.4085882,8.5257943
Greblerweg,residential,47.3777358,8.4825407
Greblerweg,residential,47.377241,8.4818665
Triemlistrasse,residential,47.373933,8.4838091
Regensdorferstrasse,secondary,47.4166477,8.4832475
Regensdorferstrasse,secondary,47.4209568,8.4818969
Sihlfeldstrasse,residential,47.3820536,8.5152706
Gerstenstrasse,residential,47.3897956,8.5248382
Imbisbühlstrasse,residential,47.4023562,8.4956664
Imbisbühlstrasse,residential,47.4027294,8.4948702
Schauenbergstrasse,tertiary,47.4120197,8.5062482
Schauenbergstrasse,tertiary,47.4120196,8.5061634
Steinmühleplatz,residential,47.3736947,8.5361732
Bellariarain,residential,47.3502144,8.5302989
Regensbergstrasse,residential,47.406028,8.5480444
Blütenstrasse,residential,47.4045483,8.5477476
Altwiesenstrasse,residential,47.3987551,8.5916279
Lagerstrasse,tertiary,47.3772649,8.5336886
Etzelstrasse,residential,47.3453037,8.5313913
Morgentalstrasse,residential,47.3440916,8.5297079
Tannenrauchstrasse,residential,47.3480287,8.527582
Tannenrauchstrasse,residential,47.3464728,8.5272411
Tannenrauchstrasse,residential,47.34563,8.5279693
Tannenrauchstrasse,residential,47.3439858,8.5288335
Renggerstrasse,residential,47.3470228,8.5319388
Renggerstrasse,residential,47.3466407,8.5320337
Eulenweg,residential,47.3823972,8.4828325
Zeltweg,tertiary,47.3692027,8.5500187
Altwiesenstrasse,residential,47.3991421,8.5917899
Binzmühlestrasse,tertiary,47.4144402,8.5208332
Militärstrasse,tertiary,47.3792794,8.528441
Hadlaubstrasse,residential,47.3882506,8.5512912
Langstrasse,tertiary,47.3801735,8.5280144
Hohlstrasse,tertiary,47.3906401,8.4894628
Ohne Namen,tertiary_link,47.3912003,8.4874937
Ohne Namen,tertiary_link,47.3890575,8.4698474
Ohne Namen,tertiary_link,47.3877517,8.4716304
Aurorastrasse,residential,47.3729768,8.5669161
Kurhausstrasse,residential,47.3735451,8.568553
Mutschellenstrasse,tertiary,47.3438984,8.5300572
Albisstrasse,secondary,47.3439449,8.5304396
Albisstrasse,secondary,47.3437522,8.5300802
Bederstrasse,secondary,47.3646825,8.5304169
Bederstrasse,secondary,47.3648772,8.5308591
Bederstrasse,secondary,47.3644567,8.5299549
Ohne Namen,secondary_link,47.3649288,8.5310566
Forchstrasse,secondary,47.35361,8.576222
Ohne Namen,primary_link,47.4259062,8.4936149
Ohne Namen,primary_link,47.4268642,8.4919967
Ohne Namen,primary_link,47.4268138,8.4920795
Wehntalerstrasse,primary,47.4279149,8.4902872
Wehntalerstrasse,primary,47.4278211,8.4903222
Wehntalerstrasse,primary,47.4266375,8.4924888
Wehntalerstrasse,primary,47.4281555,8.4898617
Hohlstrasse,primary,47.3801663,8.5201999
Scheuchzerstrasse,residential,47.3915066,8.5427504
Scheuchzerstrasse,residential,47.3915804,8.5426312
Langmauerstrasse,residential,47.3914847,8.5426694
Langmauerstrasse,residential,47.3915849,8.5427032
Langmauerstrasse,residential,47.3921384,8.5431614
Langmauerstrasse,residential,47.3923468,8.5433534
Langmauerstrasse,residential,47.3927883,8.5437619
Langmauerstrasse,residential,47.3925494,8.5435402
Langmauerstrasse,residential,47.3930293,8.5439836
Langmauerstrasse,residential,47.3932692,8.544203
Langmauerstrasse,residential,47.3935145,8.5444224
Witikonerstrasse,secondary,47.3582551,8.587134
Witikonerstrasse,secondary,47.3601862,8.5794221
Thurgauerstrasse,secondary,47.4133084,8.5508404
Thurgauerstrasse,secondary,47.4120804,8.5505688
Dörflistrasse,primary,47.4093785,8.5496877
Thurgauerstrasse,secondary,47.4093896,8.5497495
Im Eisernen Zeit,residential,47.3917178,8.5409537
Ohne Namen,primary,47.3998971,8.5450474
Birmensdorferstrasse,secondary,47.3702102,8.5135366
Hermetschloobrücke,secondary,47.3938525,8.4727011
Wipkingerplatz,tertiary,47.3922858,8.5240621
Waisenhausstrasse,residential,47.3761009,8.5408827
Bahnhofplatz,tertiary,47.3777366,8.5379704
Bahnhofplatz,tertiary,47.3772053,8.5400148
Bahnhofplatz,tertiary,47.3769186,8.5405793
Am Wasser,tertiary,47.3981801,8.5015674
Gloriastrasse,tertiary,47.376994,8.5538552
Herzogenmühlestrasse,residential,47.4103596,8.5722863
Stauffacherstrasse,tertiary,47.3730174,8.5291816
Hardeggstrasse,residential,47.3968396,8.5026023
Mattengasse,residential,47.3837791,8.532318
Mühlebachstrasse,residential,47.3575735,8.5579834
Hurdäckerweg,residential,47.4162866,8.4785591
Grosswiesenstrasse,residential,47.4031232,8.5886468
Luchswiesenstrasse,residential,47.4058455,8.5850184
Grosswiesenstrasse,residential,47.4031021,8.5889304
Seeblickstrasse,residential,47.3355236,8.5369975
Germaniastrasse,residential,47.3875933,8.5536857
Gladbachstrasse,tertiary,47.3834024,8.5495935
Büchnerstrasse,residential,47.3835182,8.5512967
Irchelstrasse,tertiary,47.3962906,8.5437776
Birmensdorferstrasse,secondary,47.3674913,8.4941626
Winterthurerstrasse,primary,47.403735,8.5716412
Unionstrasse,residential,47.3699324,8.5577512
Unionstrasse,residential,47.3691711,8.5584993
Asylstrasse,secondary,47.3684896,8.558824
Ohne Namen,tertiary_link,47.3902328,8.5255083
Altstetterstrasse,tertiary,47.3756365,8.4844002
Werdhölzlistrasse,residential,47.3907631,8.4809486
Ohne Namen,tertiary_link,47.3885488,8.4837833
Zwischenbächen,residential,47.3852326,8.4813754
Leimbachstrasse,tertiary,47.3283525,8.5128061
Leimbachstrasse,tertiary,47.3301215,8.5151446
Sunnige Hof,residential,47.3984443,8.5869245
Herzogenmühlestrasse,residential,47.4092077,8.5722855
Herzogenmühlestrasse,residential,47.4099667,8.5722856
Herzogenmühlestrasse,residential,47.4095646,8.5722799
Freiestrasse,residential,47.3689342,8.5563764
Klosbachstrasse,tertiary,47.3664412,8.5574898
Freiestrasse,residential,47.366661,8.5588317
Moussonstrasse,residential,47.3767844,8.5548004
Hofstrasse,secondary,47.3755111,8.5641649
Ottikerstrasse,residential,47.3859184,8.5453728
Sonneggstrasse,residential,47.380771,8.5458814
Schaffhauserstrasse,primary,47.4044345,8.5482393
Schaffhauserstrasse,primary,47.4062523,8.5482435
Binzmühlestrasse,secondary,47.4138624,8.545275
Schaffhauserstrasse,primary,47.4140342,8.5454549
Schaffhauserstrasse,primary,47.415256,8.5453092
Bellerivestrasse,primary,47.3545395,8.5528957
Bellerivestrasse,primary,47.354072,8.5535071
Korneliusstrasse,residential,47.3552501,8.5549959
Mainaustrasse,residential,47.3609143,8.5533277
Kleinstrasse,residential,47.3640447,8.5530555
Ottenweg,residential,47.3630226,8.5532204
Kleinstrasse,residential,47.3643215,8.5527202
Ottenweg,residential,47.3639085,8.5539435
Spöndlistrasse,residential,47.3779092,8.5503264
Schmelzbergstrasse,residential,47.3791512,8.5525082
Schöneggstrasse,tertiary,47.3801497,8.5267428
Zeltweg,secondary,47.3661281,8.5537549
Bernerstrasse Süd,primary,47.3928699,8.4923141
Bullingerstrasse,residential,47.3812163,8.5108843
Lenggstrasse,tertiary,47.3547491,8.5744731
Witellikerstrasse,secondary,47.3536522,8.5758908
Jupiterstrasse,secondary,47.3657645,8.5655378
Rosengartenstrasse,residential,47.3961152,8.5274814
Bullingerstrasse,residential,47.3807973,8.5119149
Bändliweg,residential,47.3937652,8.4837119
Streulistrasse,residential,47.3623804,8.5660032
Mürtschenstrasse,residential,47.3873592,8.4955011
Mürtschenstrasse,residential,47.3873773,8.4957829
Mürtschenstrasse,residential,47.3874357,8.4965871
Allmendstrasse,primary,47.3416099,8.5192413
Allmendstrasse,primary,47.3382808,8.5191375
Butzenstrasse,secondary,47.3370015,8.5202137
Bruchstrasse,residential,47.3369475,8.520577
Lyrenweg,residential,47.376692,8.4799605
Lyrenweg,residential,47.374746,8.4818879
Lyrenweg,residential,47.375203,8.4814428
Frohburgstrasse,residential,47.3878068,8.5485563
Dachslernstrasse,residential,47.3881056,8.4813996
Roswiesenstrasse,residential,47.4031291,8.5765899
Tièchestrasse,tertiary,47.3978656,8.5290226
Leimbachstrasse,tertiary,47.3304263,8.5154685
Leimbachstrasse,tertiary,47.3304263,8.5154685
Leimbachstrasse,tertiary,47.3263692,8.5148197
Leimbachstrasse,tertiary,47.3274486,8.5133452
Leimbachstrasse,tertiary,47.3266226,8.5142677
Leimbachstrasse,tertiary,47.3266226,8.5142677
Michelstrasse,residential,47.4077286,8.4947007
Bergellerstrasse,residential,47.4066639,8.4918906
Gutstrasse,secondary,47.3707548,8.5086162
Kasernenstrasse,residential,47.3769245,8.5352711
Hagenholzstrasse,tertiary,47.4144249,8.5537215
Hagenholzstrasse,tertiary,47.4144759,8.5556404
Siewerdtstrasse,residential,47.4121645,8.5499285
Regensbergstrasse,residential,47.4057792,8.5491071
Regensbergstrasse,residential,47.4056737,8.5496837
Regensbergstrasse,residential,47.4058745,8.5485779
Winterthurerstrasse,primary,47.4060782,8.581989
Irchelstrasse,tertiary,47.3968198,8.5411931
Bucheggstrasse,primary,47.3970685,8.5304856
Hottingerstrasse,secondary,47.3692511,8.5563773
Zeltweg,tertiary,47.3699676,8.5490629
Klosbachstrasse,tertiary,47.3670035,8.5587417
Forchstrasse,secondary,47.3509667,8.583215
Falkenstrasse,secondary,47.3653323,8.548048
Falkenstrasse,secondary,47.3646144,8.5471859
Förrlibuckstrasse,primary,47.39128,8.5153738
Förrlibuckstrasse,primary,47.3916454,8.5138482
Pfingstweidstrasse,primary,47.3891736,8.5142061
Hardstrasse,tertiary,47.3869761,8.5190396
Brandschenkestrasse,tertiary,47.3682038,8.5302626
Brandschenkestrasse,tertiary,47.3685646,8.5309148
Stauffacherstrasse,tertiary,47.3722774,8.5294297
Stettbachstrasse,residential,47.4017877,8.577947
Stettbachstrasse,residential,47.4023636,8.5769145
Stauffacherstrasse,residential,47.3786839,8.5193728
Hohlstrasse,tertiary,47.3880383,8.4983674
Hohlstrasse,tertiary,47.3878225,8.4990991
Letzigraben,residential,47.3773999,8.4984201
Badenerstrasse,tertiary,47.3771096,8.5132353
Dreikönigstrasse,residential,47.3674627,8.5377372
Beethovenstrasse,residential,47.3671058,8.5360834
Tunnelstrasse,secondary,47.3660811,8.5319531
Dreikönigstrasse,residential,47.3662115,8.5340316
Stockerstrasse,tertiary,47.3647123,8.5367497
Brunaustrasse,tertiary,47.3542957,8.5258475
Probsteistrasse,residential,47.3988835,8.5856664
Theaterstrasse,primary_link,47.3674929,8.5452249
Nordstrasse,residential,47.3890957,8.5352358
Hagenholzstrasse,tertiary,47.4144589,8.5545037
Hagenholzstrasse,tertiary,47.4144979,8.5571855
Rousseaustrasse,residential,47.3901446,8.5326034
Rousseaustrasse,residential,47.3882425,8.5341591
Altwiesenstrasse,residential,47.4000049,8.5908395
Altenhofstrasse,residential,47.3539697,8.5599095
Winzerhalde,residential,47.3997095,8.4932247
Waidstrasse,residential,47.3938378,8.5216124
Waidstrasse,residential,47.3942452,8.521909
Waidstrasse,residential,47.3948663,8.5219884
Sihlstrasse,tertiary,47.3729265,8.533231
Kornhausstrasse,tertiary,47.3883132,8.5363205
Schaffhauserstrasse,primary,47.4175552,8.5458767
Irchelstrasse,tertiary,47.3967081,8.54172
Winterthurerstrasse,primary,47.3962966,8.54543
Hardbrücke,primary,47.3866451,8.5184634
Förrlibuckstrasse,residential,47.3922766,8.5089168
Neumühlequai,tertiary,47.3774248,8.5431859
Studackerstrasse,residential,47.338642,8.5309137
Katzenschwanzstrasse,tertiary,47.3640319,8.5988318
Katzenschwanzstrasse,tertiary,47.3605283,8.596782
Schumacherweg,residential,47.4134266,8.5124679
Wehntalerstrasse,tertiary,47.3982512,8.5395518
Wehntalerstrasse,tertiary,47.3977787,8.5399989
Uetlibergstrasse,residential,47.3528371,8.5098556
Bubenbergstrasse,residential,47.3581963,8.5202346
Zollikerstrasse,tertiary,47.3639353,8.5546087
Glatttalstrasse,secondary,47.4228703,8.5502755
Bleicherweg,residential,47.3660168,8.5324015
General-Guisan-Quai,secondary,47.3645487,8.5371384
Beethovenstrasse,residential,47.3674947,8.5357836
Bleicherweg,residential,47.366584,8.5330289
Stockerstrasse,tertiary,47.366544,8.5353841
Stockerstrasse,tertiary,47.3668031,8.5351956
Alfred-Escher-Strasse,primary,47.3632384,8.5335411
Hardstrasse,secondary,47.3807412,8.5127836
Hirschengraben,tertiary,47.3699742,8.5473992
Hirschengraben,tertiary,47.3695637,8.547713
Hirschengraben,tertiary,47.3703227,8.5471695
Bürkliplatz,tertiary,47.3665731,8.5407526
Talstrasse,tertiary,47.3667001,8.5401352
Bürkliplatz,secondary,47.3664743,8.5417143
Bürkliplatz,secondary,47.3666078,8.541282
Feldstrasse,residential,47.376794,8.5217612
Kalkbreitestrasse,tertiary,47.3738856,8.5203787
Regensbergstrasse,tertiary,47.4116738,8.526061
Lagerstrasse,tertiary,47.3791304,8.5305747
Lagerstrasse,tertiary,47.379455,8.5299162
Lagerstrasse,tertiary,47.3795812,8.5296253
Lagerstrasse,tertiary,47.3784661,8.5317637
Lagerstrasse,tertiary,47.3779774,8.5325415
Lagerstrasse,tertiary,47.3783113,8.5320101
Lagerstrasse,tertiary,47.3776536,8.5330569
Frymannstrasse,residential,47.3362756,8.5144009
Gutenbergstrasse,residential,47.365582,8.5299629
Manessestrasse,primary,47.3692654,8.5254498
Manessestrasse,primary,47.3692411,8.525404
Manessestrasse,primary,47.3692159,8.5253569
Manessestrasse,primary,47.3691906,8.5253103
Manessestrasse,primary,47.3691667,8.5252659
Manessestrasse,primary,47.3691421,8.5252205
Manessestrasse,primary,47.3691169,8.5251737
Manessestrasse,primary,47.3690914,8.5251258
Manessestrasse,primary,47.3689931,8.5249513
Stotzstrasse,residential,47.3317358,8.5123235
Maneggpromenade,residential,47.3317067,8.5137577
Kleeweidstrasse,residential,47.3298745,8.5118857
Hüslibachstrasse,residential,47.3289257,8.5164359
Staudenweg,residential,47.3570018,8.5066555
Badenerstrasse,tertiary,47.3917102,8.4779225
Rainstrasse,residential,47.3426043,8.5285969
Bruderwies,residential,47.3336508,8.5170033
Opfikonstrasse,residential,47.4133189,8.5724516
Sonnenbergstrasse,residential,47.3672451,8.5659017
Aurorastrasse,residential,47.3682222,8.5680954
Hitzigweg,residential,47.3664085,8.5694207
Dolderstrasse,residential,47.3703719,8.5578359
Freudenbergstrasse,residential,47.3831944,8.5572926
Freudenbergstrasse,residential,47.3834777,8.5568888
Hinterbergstrasse,residential,47.3820623,8.5569568
Hinterbergstrasse,residential,47.3803159,8.55637
Schmelzbergstrasse,residential,47.3795985,8.5530982
Birchstrasse,secondary,47.4297052,8.5493599
Birchstrasse,secondary,47.4297962,8.549129
Plattenstrasse,residential,47.3707553,8.5558808
Zürichbergstrasse,residential,47.3731812,8.5520077
Hochstrasse,residential,47.3778818,8.5559791
Landoltstrasse,residential,47.3833958,8.5521582
Spyristrasse,residential,47.3831727,8.5531914
Edenstrasse,residential,47.3599153,8.5217292
Schoeckstrasse,primary,47.3666643,8.545685
Baumackerstrasse,residential,47.4090734,8.5438343
Schulstrasse,residential,47.4092289,8.5442563
Wehntalerstrasse,primary,47.4210812,8.5019249
Im Holzerhurd,residential,47.4233216,8.4955954
Blumenfeldstrasse,residential,47.421667,8.5026256
Wehntalerstrasse,primary,47.4213137,8.5015155
Brandschenkestrasse,tertiary,47.3692401,8.532729
Brandschenkestrasse,tertiary,47.369596,8.5336147
Ohne Namen,residential,47.3808627,8.5522164
Hoffeld,residential,47.4051395,8.5335907
Probsteistrasse,residential,47.3970075,8.5826409
Oberwiesenstrasse,residential,47.4122811,8.5316477
Oberwiesenstrasse,residential,47.4130446,8.5314909
Rämistrasse,primary,47.3760102,8.5490696
Schönbühlstrasse,residential,47.3700673,8.5580639
Bachofnerstrasse,residential,47.3912088,8.5337436
Lettenstrasse,residential,47.3904885,8.5324841
Tièchestrasse,tertiary,47.3979262,8.531182
Tièchestrasse,tertiary,47.3979299,8.5286349
Tièchestrasse,tertiary,47.3991061,8.5220829
Emil-Klöti-Strasse,tertiary,47.3989769,8.5132082
Viktoriastrasse,residential,47.404679,8.5507675
Witikonerstrasse,secondary,47.3609618,8.5715627
Witikonerstrasse,secondary,47.360911,8.5718782
In Böden,residential,47.416514,8.5141042
Langstrasse,residential,47.3776764,8.5265442
Gloriastrasse,tertiary,47.3768073,8.5548068
Franklinstrasse,tertiary,47.40947,8.5443806
Franklinstrasse,tertiary,47.4095176,8.5442661
Franklinstrasse,tertiary,47.4098203,8.5435232
Leonhardstrasse,tertiary,47.3771807,8.5464604
Neunbrunnenstrasse,residential,47.4171846,8.5422441
Neunbrunnenstrasse,residential,47.4172323,8.5440306
Eggbühlstrasse,residential,47.4162953,8.5449209
Eggbühlstrasse,residential,47.4164016,8.5418239
Eggbühlstrasse,residential,47.4162559,8.5418
Eggbühlstrasse,residential,47.416692,8.5418692
Eggbühlstrasse,residential,47.4171535,8.54193
Hofwiesenstrasse,tertiary,47.4089941,8.5395927
Regensbergbrücke,tertiary,47.4089873,8.5395026
Birchstrasse,secondary,47.4096687,8.5377804
Birchstrasse,secondary,47.4095906,8.5377312
Birchstrasse,secondary,47.4118193,8.5378168
Birchstrasse,secondary,47.4117217,8.5378318
Birchstrasse,secondary,47.4123393,8.5377298
Birchstrasse,secondary,47.4115704,8.537857
Langstrasse,residential,47.3782219,8.5268664
Ruedi-Walter-Strasse,residential,47.415024,8.541665
Ruedi-Walter-Strasse,residential,47.4149508,8.541656
Aemtlerstrasse,tertiary,47.3767732,8.5094066
Goldbrunnenstrasse,residential,47.3712844,8.5117191
Rümlangstrasse,residential,47.4307219,8.5403048
Bockhornstrasse,residential,47.3772949,8.4806209
Diggelmannstrasse,residential,47.376739,8.4826471
Stauffacherstrasse,tertiary,47.3781359,8.5208587
Zwischenbächen,residential,47.3835694,8.4801134
Fritz-Fleiner-Weg,residential,47.3814427,8.5615528
Hofwiesenstrasse,tertiary,47.3920411,8.5383665
Allmendstrasse,primary,47.343349,8.5193956
Rossackerstrasse,residential,47.3679984,8.4917362
Bergwiesen,residential,47.3675483,8.4914924
Bergwiesen,residential,47.3674668,8.4918835
Zielackerstrasse,residential,47.3831788,8.4845849
Robert-Seidel-Hof,residential,47.3912657,8.4826727
Robert-Seidel-Hof,residential,47.3913177,8.4837069
Neeserweg,residential,47.3906418,8.4741484
Hausäcker,residential,47.390237,8.4773151
Lehenstrasse,residential,47.3960769,8.5268005
Lehenstrasse,residential,47.396154,8.5267559
Griesernweg,residential,47.3974065,8.5164461
Limmatplatz,tertiary,47.3848646,8.5315624
Michelstrasse,residential,47.4066284,8.4953403
Thurwiesenstrasse,residential,47.3942167,8.5325537
Sonnenbergstrasse,residential,47.3707574,8.5675239
Oberer Heuelsteig,residential,47.3691412,8.5714591
Oberer Heuelsteig,residential,47.3694735,8.5680244
Hofstrasse,residential,47.3751135,8.5632933
Köllikerstrasse,residential,47.3747331,8.5657262
Toblerstrasse,residential,47.3783592,8.5608726
Dunantstrasse,residential,47.3787,8.5616464
Ackermannstrasse,residential,47.3777768,8.565162
Steinwiesstrasse,residential,47.3693343,8.5509841
Steinwiesstrasse,residential,47.3694545,8.5512704
Steinwiesstrasse,residential,47.3696939,8.5518525
Steinwiesstrasse,residential,47.3692406,8.550761
Hottingerstrasse,secondary,47.3695972,8.5534825
Clausiusstrasse,residential,47.3802376,8.5453886
Zeppelinstrasse,residential,47.3937599,8.5389298
Hofstrasse,residential,47.3708835,8.5574268
Werdgässchen,residential,47.371846,8.5281288
Saumstrasse,residential,47.3729044,8.5101144
Albisriederstrasse,secondary,47.3726594,8.4785766
Im Kratz,residential,47.3742572,8.4826444
Im Schaber,residential,47.3747568,8.4815758
Stapferstrasse,residential,47.3841841,8.546959
Burgstrasse,residential,47.3916722,8.5260245
Letzistrasse,residential,47.391835,8.5471105
Langensteinenstrasse,residential,47.3938525,8.5477067
Binzmühlestrasse,tertiary,47.4134548,8.5304119
Erchenbühlstrasse,residential,47.4135065,8.5150164
Im Hagenbrünneli,residential,47.414869,8.5124284
Ampèrestrasse,residential,47.3929824,8.5192389
Ankerstrasse,residential,47.3760939,8.5276843
Glatttalstrasse,tertiary,47.427511,8.5459905
Glatttalstrasse,secondary,47.4271176,8.5464127
Glatttalstrasse,secondary,47.4270054,8.5465064
Neunbrunnenstrasse,residential,47.4165819,8.5354053
Winterthurerstrasse,primary,47.3941676,8.5448818
Winterthurerstrasse,primary,47.3942949,8.5449171
Bernstrasse,primary,47.4002323,8.4657925
Schwamendingenstrasse,primary,47.4046184,8.5573572
Russenweg,residential,47.3555878,8.5735287
Blauäcker,residential,47.4051258,8.5713621
Hardbrücke,secondary,47.3825459,8.5145469
Hardbrücke,secondary,47.3825588,8.5145183
Allmendstrasse,primary,47.3447025,8.5195776
Allmendstrasse,primary,47.3451119,8.5196396
Allmendstrasse,primary,47.3454783,8.519719
Allmendstrasse,primary,47.345935,8.5198571
Allmendstrasse,primary,47.3463589,8.5200767
Allmendstrasse,primary,47.3474064,8.5212499
Schindlerstrasse,residential,47.3887069,8.5372635
Seestrasse,primary,47.3431488,8.5357564
Bombachhalde,residential,47.4046853,8.4807607
Forchstrasse,secondary,47.3510442,8.5813306
